"No.","Time","Source","Destination","Protocol","Length","Info"
"4445","1577.902440","10.1.60.73","10.1.60.203","TCP","66","[TCP Window Update] 5222  >  60161 [ACK] Seq=1 Ack=1 Win=72400 Len=0 TSval=3345039275 TSecr=298592992"
"4446","1577.907062","10.1.60.73","10.1.60.203","XMPP/XML","244","STREAM < jabber.usma.bluenet "
"4447","1577.910181","10.1.60.203","10.1.60.25","TCP","74","50877  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=298593000 TSecr=0"
"4448","1577.910430","10.1.60.203","10.1.60.73","XMPP/XML","83","STREAM END"
"4449","1577.910555","10.1.60.203","10.1.60.73","TCP","66","60161  >  5222 [FIN, ACK] Seq=114 Ack=179 Win=66608 Len=0 TSval=298593001 TSecr=3345039279"
"4450","1577.911060","10.1.60.25","10.1.60.203","TCP","74","25  >  50877 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=2884994308 TSecr=298593000"
"4451","1577.911185","10.1.60.73","10.1.60.203","TCP","66","5222  >  60161 [ACK] Seq=179 Ack=115 Win=72280 Len=0 TSval=3345039284 TSecr=298593000"
"4452","1577.911304","10.1.60.203","10.1.60.25","TCP","66","50877  >  25 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=298593001 TSecr=2884994308"
"4453","1577.911560","10.1.60.73","10.1.60.203","TCP","66","5222  >  60161 [FIN, ACK] Seq=179 Ack=115 Win=72280 Len=0 TSval=3345039284 TSecr=298593000"
"4454","1577.911929","10.1.60.203","10.1.60.73","TCP","66","60161  >  5222 [ACK] Seq=115 Ack=180 Win=66600 Len=0 TSval=298593002 TSecr=3345039284"
"4455","1577.914059","10.1.60.25","10.1.60.203","SMTP","89","S: 220 smtp.usma.bluenet"
"4456","1577.915053","10.1.60.203","10.1.60.25","SMTP","98","C: HELO footballbat2.usma.bluenet"
"4457","1577.915807","10.1.60.25","10.1.60.203","SMTP","89","S: 250 smtp.usma.bluenet"
"4458","1577.916927","10.1.60.203","10.1.60.25","SMTP","72","C: QUIT"
"4459","1577.917681","10.1.60.25","10.1.60.203","SMTP","81","S: 221 2.0.0 Bye"
"4460","1577.917931","10.1.60.25","10.1.60.203","TCP","66","25  >  50877 [FIN, ACK] Seq=62 Ack=39 Win=66608 Len=0 TSval=2884994309 TSecr=298593007"
"4461","1577.918175","10.1.60.203","10.1.60.25","TCP","66","50877  >  25 [FIN, ACK] Seq=39 Ack=62 Win=66608 Len=0 TSval=298593008 TSecr=2884994309"
"4462","1577.918806","10.1.60.25","10.1.60.203","TCP","66","[TCP Out-Of-Order] 25  >  50877 [FIN, ACK] Seq=62 Ack=40 Win=66608 Len=0 TSval=2884994309 TSecr=298593008"
"4463","1577.919300","10.1.60.203","10.1.60.25","TCP","66","50877  >  25 [ACK] Seq=40 Ack=63 Win=66600 Len=0 TSval=298593009 TSecr=2884994309"
"4464","1577.920924","10.1.60.203","10.1.60.187","TCP","74","51440  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=298593011 TSecr=0"
"4465","1577.921804","10.1.60.187","10.1.60.203","TCP","74","443  >  51440 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=46169848 TSecr=298593011 WS=64"
"4466","1577.922424","10.1.60.203","10.1.60.187","TCP","66","51440  >  443 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=298593013 TSecr=46169848"
"4467","1577.926921","10.1.60.203","10.1.60.187","SSLv2","202","Client Hello"
"4468","1577.927675","10.1.60.187","10.1.60.203","TCP","66","443  >  51440 [ACK] Seq=1 Ack=137 Win=6912 Len=0 TSval=46169854 TSecr=298593017"
"4469","1577.938544","10.1.60.187","10.1.60.203","TLSv1","1514","Server Hello, Certificate"
"4470","1577.938669","10.1.60.187","10.1.60.203","TLSv1","163","Server Key Exchange, Server Hello Done"
"4471","1577.939039","10.1.60.203","10.1.60.187","TCP","66","51440  >  443 [ACK] Seq=137 Ack=1546 Win=65056 Len=0 TSval=298593029 TSecr=46169854"
"4472","1577.940038","10.1.60.203","10.1.60.5","DNS","79","Standard query 0x7ba9 A jabber.usma.bluenet"
"4473","1577.942169","10.1.60.5","10.1.60.203","DNS","95","Standard query response 0x7ba9 A jabber.usma.bluenet A 10.1.60.73"
"4474","1577.956404","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x739c, seq=0/0, ttl=64 (reply in 4475)"
"4475","1577.957283","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x739c, seq=0/0, ttl=255 (request in 4474)"
"4476","1577.958278","10.1.60.203","10.1.60.187","TLSv1","264","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4477","1577.965279","10.1.60.187","10.1.60.203","TLSv1","125","Change Cipher Spec, Encrypted Handshake Message"
"4478","1577.966023","10.1.60.203","10.1.60.187","TLSv1","252","Application Data, Application Data"
"4479","1577.968772","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x749c, seq=0/0, ttl=64 (reply in 4485)"
"4480","1577.970526","10.1.60.187","10.1.60.203","TLSv1","1514","Application Data, Application Data"
"4481","1577.971025","10.1.60.187","10.1.60.203","TLSv1","611","Application Data, Application Data, Application Data"
"4482","1577.971028","10.1.60.187","10.1.60.203","TLSv1","103","Encrypted Alert"
"4483","1577.971150","10.1.60.187","10.1.60.203","TCP","66","443  >  51440 [FIN, ACK] Seq=3635 Ack=521 Win=9024 Len=0 TSval=46169894 TSecr=298593056"
"4484","1577.971270","10.1.60.203","10.1.60.187","TCP","66","51440  >  443 [ACK] Seq=521 Ack=3598 Win=64608 Len=0 TSval=298593061 TSecr=46169894"
"4485","1577.971275","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x749c, seq=0/0, ttl=255 (request in 4479)"
"4486","1577.971520","10.1.60.203","10.1.60.187","TCP","66","51440  >  443 [ACK] Seq=521 Ack=3636 Win=64576 Len=0 TSval=298593062 TSecr=46169894"
"4487","1577.972269","10.1.60.203","10.1.60.187","TLSv1","103","Encrypted Alert"
"4488","1577.972394","10.1.60.203","10.1.60.187","TCP","66","51440  >  443 [FIN, ACK] Seq=558 Ack=3636 Win=66608 Len=0 TSval=298593062 TSecr=46169894"
"4489","1577.973149","10.1.60.187","10.1.60.203","TCP","66","443  >  51440 [ACK] Seq=3636 Ack=559 Win=9024 Len=0 TSval=46169899 TSecr=298593062"
"4490","1577.975393","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x779c, seq=0/0, ttl=64 (reply in 4491)"
"4491","1577.976272","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x779c, seq=0/0, ttl=255 (request in 4490)"
"4492","1577.977642","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x789c, seq=0/0, ttl=64 (reply in 4493)"
"4493","1577.978396","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x789c, seq=0/0, ttl=255 (request in 4492)"
"4494","1578.957952","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x739c, seq=1/256, ttl=64 (reply in 4495)"
"4495","1578.958955","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x739c, seq=1/256, ttl=255 (request in 4494)"
"4496","1578.970694","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x749c, seq=1/256, ttl=64 (reply in 4497)"
"4497","1578.971573","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x749c, seq=1/256, ttl=255 (request in 4496)"
"4498","1578.976566","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x779c, seq=1/256, ttl=64 (reply in 4499)"
"4499","1578.977319","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x779c, seq=1/256, ttl=255 (request in 4498)"
"4500","1578.979439","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x789c, seq=1/256, ttl=64 (reply in 4501)"
"4501","1578.980318","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x789c, seq=1/256, ttl=255 (request in 4500)"
"4502","1579.860310","Vmware_95:9c:a0","Broadcast","ARP","60","Who has 10.1.60.73? Tell 10.1.60.253"
"4503","1579.860810","Cisco_fb:3d:f0","Vmware_95:9c:a0","ARP","60","10.1.60.73 is at 00:1a:6c:fb:3d:f0"
"4504","1579.861180","10.1.60.253","10.1.60.73","TCP","74","57251  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=90867015 TSecr=0"
"4505","1579.862309","10.1.60.73","10.1.60.253","TCP","74","5222  >  57251 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=1782208518 TSecr=90867015"
"4506","1579.862679","10.1.60.253","10.1.60.73","TCP","66","57251  >  5222 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=90867015 TSecr=1782208518"
"4507","1579.863053","10.1.60.253","10.1.60.73","XMPP/XML","162","STREAM > host "
"4508","1579.863559","10.1.60.73","10.1.60.253","TCP","66","[TCP Window Update] 5222  >  57251 [ACK] Seq=1 Ack=1 Win=72400 Len=0 TSval=1782208519 TSecr=90867015"
"4509","1579.867182","10.1.60.73","10.1.60.253","XMPP/XML","244","STREAM < jabber.usma.bluenet "
"4510","1579.867801","10.1.60.253","10.1.60.73","XMPP/XML","83","STREAM END"
"4511","1579.867925","10.1.60.253","10.1.60.73","TCP","66","57251  >  5222 [FIN, ACK] Seq=114 Ack=179 Win=66608 Len=0 TSval=90867015 TSecr=1782208523"
"4512","1579.868556","10.1.60.73","10.1.60.253","TCP","66","5222  >  57251 [ACK] Seq=179 Ack=115 Win=72280 Len=0 TSval=1782208524 TSecr=90867015"
"4513","1579.868930","10.1.60.73","10.1.60.253","TCP","66","5222  >  57251 [FIN, ACK] Seq=179 Ack=115 Win=72280 Len=0 TSval=1782208525 TSecr=90867015"
"4514","1579.869175","10.1.60.253","10.1.60.73","TCP","66","57251  >  5222 [ACK] Seq=115 Ack=180 Win=66600 Len=0 TSval=90867015 TSecr=1782208525"
"4515","1579.917522","10.1.60.253","10.1.60.5","DNS","77","Standard query 0x9f25 A smtp.usma.bluenet"
"4516","1579.919651","10.1.60.5","10.1.60.253","DNS","93","Standard query response 0x9f25 A smtp.usma.bluenet A 10.1.60.25"
"4517","1579.960998","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x739c, seq=2/512, ttl=64 (reply in 4518)"
"4518","1579.961877","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x739c, seq=2/512, ttl=255 (request in 4517)"
"4519","1579.972616","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x749c, seq=2/512, ttl=64 (reply in 4520)"
"4520","1579.974369","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x749c, seq=2/512, ttl=255 (request in 4519)"
"4521","1579.977488","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x779c, seq=2/512, ttl=64 (reply in 4522)"
"4522","1579.978242","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x779c, seq=2/512, ttl=255 (request in 4521)"
"4523","1579.980361","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x789c, seq=2/512, ttl=64 (reply in 4524)"
"4524","1579.981240","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x789c, seq=2/512, ttl=255 (request in 4523)"
"4525","1580.006346","10.1.60.253","10.1.60.73","ICMP","98","Echo (ping) request  id=0xd2e5, seq=0/0, ttl=64 (reply in 4526)"
"4526","1580.007226","10.1.60.73","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xd2e5, seq=0/0, ttl=255 (request in 4525)"
"4527","1580.093421","10.1.60.253","10.1.60.5","ICMP","98","Echo (ping) request  id=0xdce5, seq=0/0, ttl=64 (reply in 4528)"
"4528","1580.094300","10.1.60.5","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xdce5, seq=0/0, ttl=255 (request in 4527)"
"4529","1580.122904","10.1.60.253","10.1.60.25","ICMP","98","Echo (ping) request  id=0xe0e5, seq=0/0, ttl=64 (reply in 4530)"
"4530","1580.123661","10.1.60.25","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xe0e5, seq=0/0, ttl=255 (request in 4529)"
"4531","1580.314919","10.1.60.253","10.1.60.5","DNS","79","Standard query 0x17de A jabber.usma.bluenet"
"4532","1580.317172","10.1.60.5","10.1.60.253","DNS","95","Standard query response 0x17de A jabber.usma.bluenet A 10.1.60.73"
"4533","1580.694450","10.1.60.253","10.1.60.5","DNS","76","Standard query 0x072a A ns1.usma.bluenet"
"4534","1580.696828","10.1.60.5","10.1.60.253","DNS","92","Standard query response 0x072a A ns1.usma.bluenet A 10.1.60.5"
"4535","1580.764159","10.1.60.253","10.1.60.5","DNS","76","Standard query 0xdbd1 A www.usma.bluenet"
"4536","1580.766413","10.1.60.5","10.1.60.253","DNS","92","Standard query response 0xdbd1 A www.usma.bluenet A 10.1.60.187"
"4537","1580.961920","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x739c, seq=3/768, ttl=64 (reply in 4538)"
"4538","1580.962800","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x739c, seq=3/768, ttl=255 (request in 4537)"
"4539","1580.974538","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x749c, seq=3/768, ttl=64 (reply in 4540)"
"4540","1580.975417","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x749c, seq=3/768, ttl=255 (request in 4539)"
"4541","1580.979410","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x779c, seq=3/768, ttl=64 (reply in 4542)"
"4542","1580.980289","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x779c, seq=3/768, ttl=255 (request in 4541)"
"4543","1580.982283","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x789c, seq=3/768, ttl=64 (reply in 4544)"
"4544","1580.983163","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x789c, seq=3/768, ttl=255 (request in 4543)"
"4545","1581.020636","10.1.60.253","10.1.60.73","ICMP","98","Echo (ping) request  id=0xd2e5, seq=1/256, ttl=64 (reply in 4546)"
"4546","1581.021516","10.1.60.73","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xd2e5, seq=1/256, ttl=255 (request in 4545)"
"4547","1581.110460","10.1.60.253","10.1.60.5","ICMP","98","Echo (ping) request  id=0xdce5, seq=1/256, ttl=64 (reply in 4548)"
"4548","1581.111338","10.1.60.5","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xdce5, seq=1/256, ttl=255 (request in 4547)"
"4549","1581.140442","10.1.60.253","10.1.60.25","ICMP","98","Echo (ping) request  id=0xe0e5, seq=1/256, ttl=64 (reply in 4550)"
"4550","1581.141321","10.1.60.25","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xe0e5, seq=1/256, ttl=255 (request in 4549)"
"4551","1581.963843","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x739c, seq=4/1024, ttl=64 (reply in 4552)"
"4552","1581.964722","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x739c, seq=4/1024, ttl=255 (request in 4551)"
"4553","1581.975461","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x749c, seq=4/1024, ttl=64 (reply in 4554)"
"4554","1581.976339","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x749c, seq=4/1024, ttl=255 (request in 4553)"
"4555","1581.981332","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x779c, seq=4/1024, ttl=64 (reply in 4556)"
"4556","1581.982211","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x779c, seq=4/1024, ttl=255 (request in 4555)"
"4557","1581.985205","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x789c, seq=4/1024, ttl=64 (reply in 4558)"
"4558","1581.985959","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x789c, seq=4/1024, ttl=255 (request in 4557)"
"4559","1582.028930","10.1.60.253","10.1.60.73","ICMP","98","Echo (ping) request  id=0xd2e5, seq=2/512, ttl=64 (reply in 4560)"
"4560","1582.029809","10.1.60.73","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xd2e5, seq=2/512, ttl=255 (request in 4559)"
"4561","1582.120377","10.1.60.253","10.1.60.5","ICMP","98","Echo (ping) request  id=0xdce5, seq=2/512, ttl=64 (reply in 4562)"
"4562","1582.121256","10.1.60.5","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xdce5, seq=2/512, ttl=255 (request in 4561)"
"4563","1582.150485","10.1.60.253","10.1.60.25","ICMP","98","Echo (ping) request  id=0xe0e5, seq=2/512, ttl=64 (reply in 4564)"
"4564","1582.151364","10.1.60.25","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xe0e5, seq=2/512, ttl=255 (request in 4563)"
"4565","1583.031227","10.1.60.253","10.1.60.73","ICMP","98","Echo (ping) request  id=0xd2e5, seq=3/768, ttl=64 (reply in 4566)"
"4566","1583.032106","10.1.60.73","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xd2e5, seq=3/768, ttl=255 (request in 4565)"
"4567","1583.134042","10.1.60.253","10.1.60.5","ICMP","98","Echo (ping) request  id=0xdce5, seq=3/768, ttl=64 (reply in 4568)"
"4568","1583.134921","10.1.60.5","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xdce5, seq=3/768, ttl=255 (request in 4567)"
"4569","1583.151532","10.1.60.253","10.1.60.25","ICMP","98","Echo (ping) request  id=0xe0e5, seq=3/768, ttl=64 (reply in 4570)"
"4570","1583.152411","10.1.60.25","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xe0e5, seq=3/768, ttl=255 (request in 4569)"
"4571","1583.731825","Vmware_95:9c:a0","Broadcast","ARP","60","Who has 10.1.60.187? Tell 10.1.60.253"
"4572","1583.732327","Cisco_fb:3d:f0","Vmware_95:9c:a0","ARP","60","10.1.60.187 is at 00:1a:6c:fb:3d:f0"
"4573","1583.732696","10.1.60.253","10.1.60.187","TCP","74","59097  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=90867402 TSecr=0"
"4574","1583.733826","10.1.60.187","10.1.60.253","TCP","74","443  >  59097 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=46175660 TSecr=90867402 WS=64"
"4575","1583.734195","10.1.60.253","10.1.60.187","TCP","66","59097  >  443 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=90867402 TSecr=46175660"
"4576","1583.741442","10.1.60.253","10.1.60.187","SSLv2","202","Client Hello"
"4577","1583.742196","10.1.60.187","10.1.60.253","TCP","66","443  >  59097 [ACK] Seq=1 Ack=137 Win=6912 Len=0 TSval=46175668 TSecr=90867403"
"4578","1583.745065","10.1.10.5","10.1.60.5","DNS","80","Standard query 0x6f0e SOA 60.1.10.in-addr.arpa"
"4579","1583.746938","10.1.10.5","10.1.60.5","DNS","72","Standard query 0x6f2d SOA usma.bluenet"
"4580","1583.749562","10.1.60.253","10.1.60.25","TCP","74","62301  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=90867403 TSecr=0"
"4581","1583.750191","10.1.60.5","10.1.10.5","DNS","134","Standard query response 0x6f0e SOA 60.1.10.in-addr.arpa SOA usma.bluenet"
"4582","1583.750566","10.1.60.25","10.1.60.253","TCP","74","25  >  62301 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=927913858 TSecr=90867403"
"4583","1583.750691","10.1.60.5","10.1.10.5","DNS","118","Standard query response 0x6f2d SOA usma.bluenet SOA ns1.usma.bluenet"
"4584","1583.750811","10.1.60.253","10.1.60.25","TCP","66","62301  >  25 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=90867404 TSecr=927913858"
"4585","1583.753440","10.1.60.187","10.1.60.253","TLSv1","1514","Server Hello, Certificate"
"4586","1583.753565","10.1.60.187","10.1.60.253","TLSv1","163","Server Key Exchange, Server Hello Done"
"4587","1583.754059","10.1.60.253","10.1.60.187","TCP","66","59097  >  443 [ACK] Seq=137 Ack=1546 Win=65056 Len=0 TSval=90867404 TSecr=46175674"
"4588","1583.759936","10.1.60.25","10.1.60.253","SMTP","89","S: 220 smtp.usma.bluenet"
"4589","1583.760681","10.1.60.253","10.1.60.25","SMTP","80","C: HELO monitor"
"4590","1583.761310","10.1.60.25","10.1.60.253","SMTP","89","S: 250 smtp.usma.bluenet"
"4591","1583.761805","10.1.60.253","10.1.60.25","SMTP","72","C: QUIT"
"4592","1583.762560","10.1.60.25","10.1.60.253","SMTP","81","S: 221 2.0.0 Bye"
"4593","1583.762809","10.1.60.25","10.1.60.253","TCP","66","25  >  62301 [FIN, ACK] Seq=62 Ack=21 Win=66608 Len=0 TSval=927913860 TSecr=90867405"
"4594","1583.763056","10.1.60.253","10.1.60.25","TCP","66","62301  >  25 [ACK] Seq=21 Ack=63 Win=66592 Len=0 TSval=90867405 TSecr=927913860"
"4595","1583.763178","10.1.60.253","10.1.60.25","TCP","66","62301  >  25 [FIN, ACK] Seq=21 Ack=63 Win=66608 Len=0 TSval=90867405 TSecr=927913860"
"4596","1583.763809","10.1.60.25","10.1.60.253","TCP","66","25  >  62301 [ACK] Seq=63 Ack=22 Win=66600 Len=0 TSval=927913860 TSecr=90867405"
"4597","1583.766302","10.1.60.253","10.1.60.187","TCP","74","65408  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=90867405 TSecr=0"
"4598","1583.767182","10.1.60.187","10.1.60.253","TCP","74","80  >  65408 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=46175693 TSecr=90867405 WS=64"
"4599","1583.767552","10.1.60.253","10.1.60.187","TCP","66","65408  >  80 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=90867405 TSecr=46175693"
"4600","1583.767926","10.1.60.253","10.1.60.187","HTTP","181","GET / HTTP/1.0 "
"4601","1583.768681","10.1.60.187","10.1.60.253","TCP","66","80  >  65408 [ACK] Seq=1 Ack=116 Win=5824 Len=0 TSval=46175695 TSecr=90867405"
"4602","1583.769680","10.1.60.187","10.1.60.253","HTTP","472","HTTP/1.1 302 Found  (text/html)"
"4603","1583.769805","10.1.60.187","10.1.60.253","TCP","66","80  >  65408 [FIN, ACK] Seq=407 Ack=116 Win=5824 Len=0 TSval=46175696 TSecr=90867405"
"4604","1583.770174","10.1.60.253","10.1.60.187","TCP","66","65408  >  80 [ACK] Seq=116 Ack=408 Win=66200 Len=0 TSval=90867405 TSecr=46175695"
"4605","1583.770925","10.1.60.253","10.1.60.187","TCP","66","65408  >  80 [FIN, ACK] Seq=116 Ack=408 Win=66608 Len=0 TSval=90867406 TSecr=46175695"
"4606","1583.771429","10.1.60.187","10.1.60.253","TCP","66","80  >  65408 [ACK] Seq=408 Ack=117 Win=5824 Len=0 TSval=46175698 TSecr=90867406"
"4607","1583.776172","10.1.10.5","10.1.60.5","TCP","62","3778  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"4608","1583.776546","10.1.10.5","10.1.60.5","TCP","62","3779  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"4609","1583.777301","10.1.60.5","10.1.10.5","TCP","60","53  >  3778 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4610","1583.777801","10.1.60.5","10.1.10.5","TCP","60","53  >  3779 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4611","1583.855876","10.1.60.253","10.1.60.187","TLSv1","264","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4612","1583.863002","10.1.60.187","10.1.60.253","TLSv1","125","Change Cipher Spec, Encrypted Handshake Message"
"4613","1583.864121","10.1.60.253","10.1.60.187","TLSv1","252","Application Data, Application Data"
"4614","1583.868624","10.1.60.187","10.1.60.253","TLSv1","1514","Application Data, Application Data"
"4615","1583.869122","10.1.60.187","10.1.60.253","TLSv1","611","Application Data, Application Data, Application Data"
"4616","1583.869247","10.1.60.187","10.1.60.253","TLSv1","103","Encrypted Alert"
"4617","1583.869250","10.1.60.187","10.1.60.253","TCP","66","443  >  59097 [FIN, ACK] Seq=3635 Ack=521 Win=9024 Len=0 TSval=46175793 TSecr=90867415"
"4618","1583.869742","10.1.60.253","10.1.60.187","TCP","66","59097  >  443 [ACK] Seq=521 Ack=3598 Win=64608 Len=0 TSval=90867415 TSecr=46175792"
"4619","1583.869867","10.1.60.253","10.1.60.187","TCP","66","59097  >  443 [ACK] Seq=521 Ack=3636 Win=64576 Len=0 TSval=90867415 TSecr=46175793"
"4620","1583.988799","10.1.60.253","10.1.60.187","ICMP","98","Echo (ping) request  id=0x5ce7, seq=0/0, ttl=64 (reply in 4621)"
"4621","1583.989678","10.1.60.187","10.1.60.253","ICMP","98","Echo (ping) reply    id=0x5ce7, seq=0/0, ttl=255 (request in 4620)"
"4622","1584.043018","10.1.60.253","10.1.60.73","ICMP","98","Echo (ping) request  id=0xd2e5, seq=4/1024, ttl=64 (reply in 4623)"
"4623","1584.043897","10.1.60.73","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xd2e5, seq=4/1024, ttl=255 (request in 4622)"
"4624","1584.150956","10.1.60.253","10.1.60.5","ICMP","98","Echo (ping) request  id=0xdce5, seq=4/1024, ttl=64 (reply in 4625)"
"4625","1584.151835","10.1.60.5","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xdce5, seq=4/1024, ttl=255 (request in 4624)"
"4626","1584.154703","10.1.60.253","10.1.60.25","ICMP","98","Echo (ping) request  id=0xe0e5, seq=4/1024, ttl=64 (reply in 4627)"
"4627","1584.155583","10.1.60.25","10.1.60.253","ICMP","98","Echo (ping) reply    id=0xe0e5, seq=4/1024, ttl=255 (request in 4626)"
"4628","1584.319109","10.1.10.5","10.1.60.5","TCP","62","[TCP Spurious Retransmission] 3779  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"4629","1584.319983","10.1.10.5","10.1.60.5","TCP","62","[TCP Spurious Retransmission] 3778  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"4630","1584.320363","10.1.60.5","10.1.10.5","TCP","60","53  >  3779 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4631","1584.320863","10.1.60.5","10.1.10.5","TCP","60","53  >  3778 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4632","1584.866169","10.1.10.5","10.1.60.5","TCP","62","[TCP Spurious Retransmission] 3779  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"4633","1584.866667","10.1.10.5","10.1.60.5","TCP","62","[TCP Spurious Retransmission] 3778  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"4634","1584.867423","10.1.60.5","10.1.10.5","TCP","60","53  >  3779 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
